CLASS,ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,duration,orig_bytes,resp_bytes,conn_state,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes
MALICIOUS,6.734284,CWghzTNjKIOGHv0ck,fe80::da58:d7ff:fe00:f72,134,fe80::5440:d617:fa87:1f07,133,icmp,8.001576,408,0,OTH,3,552,0,0
MALICIOUS,7.46457,CK1kkLpsI8F6aU6hd,fe80::da58:d7ff:fe00:f72,547,fe80::5440:d617:fa87:1f07,546,udp,1.021687,375,0,S0,3,519,0,0
MALICIOUS,11.743852,C1VxEr3RGJEewY7fsa,fe80::da58:d7ff:fe00:f72,135,fe80::5440:d617:fa87:1f07,136,icmp,0.000184,24,24,OTH,1,72,1,72
MALICIOUS,14.799798,CZgv7f15Imtgi49fV1,fe80::da58:d7ff:fe00:f72,135,fd2d:ab8c:225:0:79ec:26b9:bb98:fae8,136,icmp,0.0002,24,24,OTH,1,72,1,72
MALICIOUS,16.736536,CH6yBi2hz4yb0nh02e,fe80::5440:d617:fa87:1f07,135,fe80::da58:d7ff:fe00:f72,136,icmp,0.0002,24,16,OTH,1,72,1,64
MALICIOUS,555.504639,CyWNNG1fBn6r5Hqptg,192.168.1.112,49164,192.168.1.1,445,tcp,0.000175,0,0,REJ,1,52,1,40
MALICIOUS,556.002104,CZD7sb20nY4qO8RLg8,192.168.1.112,49164,192.168.1.1,445,tcp,0.000237,0,0,REJ,1,52,1,40
MALICIOUS,551.144784,CU6X1v3cWuEXIYJXt7,fd2d:ab8c:225:0:79ec:26b9:bb98:fae8,60970,fd2d:ab8c:225::1,53,udp,0.000303,26,26,SF,1,74,1,74
MALICIOUS,556.502881,CuTrRQ1AI4oH9xqfm3,192.168.1.112,49164,192.168.1.1,445,tcp,0.000213,0,0,REJ,1,48,1,40
MALICIOUS,554.247031,CSDgfu2IeB3ubFkrJ7,fd2d:ab8c:225:0:79ec:26b9:bb98:fae8,51047,fd2d:ab8c:225::1,53,udp,0.000287,26,26,SF,1,74,1,74
MALICIOUS,562.955936,CKwqOm2CjGpYlaS1ub,192.168.1.112,49261,154.35.132.70,443,tcp,1.419281,618,3060,RSTO,9,1002,9,3491
MALICIOUS,565.376556,C8pkqa1OErHNZYTOJk,192.168.1.112,49303,154.35.132.70,443,tcp,0.571258,650,2682,RSTO,7,942,7,2974
MALICIOUS,571.470611,Cxvwy83cuN6fX5HoUg,192.168.1.112,49404,192.168.1.168,445,tcp,0.00797,0,0,REJ,1,52,1,40
MALICIOUS,562.611919,CHKMKl1Nl6kloGIifh,fd2d:ab8c:225:0:79ec:26b9:bb98:fae8,53931,fd2d:ab8c:225::1,53,udp,0.312577,37,443,SF,1,85,1,491
MALICIOUS,562.925142,C4DIXo1VAtnC8haOvk,fd2d:ab8c:225:0:79ec:26b9:bb98:fae8,53860,fd2d:ab8c:225::1,53,udp,0.030061,37,487,SF,1,85,1,535
MALICIOUS,572.516437,C6TDa2Kscy3c6lHmc,192.168.1.112,49426,44.40.161.237,445,tcp,0.181812,0,0,REJ,1,52,1,40
MALICIOUS,568.224673,CoxdPa8LvuqplLvU3,192.168.1.112,49347,192.168.1.135,445,tcp,0.001316,0,0,RSTR,3,132,3,132
MALICIOUS,568.226095,Cci5RC4Z4GXy93llI,192.168.1.112,49348,192.168.1.135,445,tcp,0.027795,344,341,RSTR,7,636,7,633
MALICIOUS,571.254505,C7aJaPwwp0kJXOgGf,192.168.1.112,49401,192.168.1.135,445,tcp,0.004782,455,409,RSTR,7,747,7,701
MALICIOUS,571.984974,CrUBPl2rd7L5wkylp7,192.168.1.112,49404,192.168.1.168,445,tcp,0.001044,0,0,REJ,1,52,1,40
MALICIOUS,573.206845,CITlsLK6pb80VNi0j,192.168.1.112,49426,44.40.161.237,445,tcp,0.181584,0,0,REJ,1,52,1,40
MALICIOUS,574.334057,CU3RRo4kaqaWDzcCP8,192.168.1.112,49441,192.168.1.188,445,tcp,0.008976,0,0,REJ,1,52,1,40
MALICIOUS,578.925199,C2NOlN2h1ZLzcpb8F6,192.168.1.112,49574,126.219.212.117,445,tcp,0.272803,0,0,REJ,1,52,1,40
MALICIOUS,579.325798,CyOkVv4E9WqSoYcZNj,192.168.1.112,49580,60.130.111.254,445,tcp,0.276228,0,0,REJ,1,52,1,40
MALICIOUS,579.643349,CeqF2e2es7VVJPhLqc,192.168.1.112,49585,192.168.1.249,445,tcp,0.003933,0,0,REJ,1,52,1,40
MALICIOUS,581.328659,CCZQ0z02XecpI8d9,192.168.1.112,49613,91.106.242.86,445,tcp,0.00906,0,0,REJ,1,52,1,40
MALICIOUS,577.683424,CpmhVn1l5l6EMa38R2,192.168.1.112,49529,192.168.1.135,445,tcp,0.321439,222,328,RSTR,6,474,5,540
MALICIOUS,577.95815,CamrkMH2DApaOTR8h,192.168.1.112,49548,192.168.1.135,445,tcp,1.116465,222,252,RSTR,6,474,5,464
MALICIOUS,579.70641,CqvcU3SaayrLvMfa5,192.168.1.112,49574,126.219.212.117,445,tcp,0.271949,0,0,REJ,1,52,1,40
MALICIOUS,584.433507,CGEmYs2bWpvZGFsA02,192.168.1.112,49654,161.13.183.182,445,tcp,0.167339,0,0,REJ,1,52,1,40
MALICIOUS,580.146641,CEh8PcDPhpwcfGAK6,192.168.1.112,49585,192.168.1.249,445,tcp,0.001765,0,0,REJ,1,52,1,40
MALICIOUS,580.107015,CJJxln3BsbJBx6QqM,192.168.1.112,49580,60.130.111.254,445,tcp,0.276012,0,0,REJ,1,52,1,40
MALICIOUS,581.839241,CTR6A41Bt4zEhzDt38,192.168.1.112,49613,91.106.242.86,445,tcp,0.008997,0,0,REJ,1,52,1,40
MALICIOUS,586.13551,CZj4sZ2RGK1jOztHY7,192.168.1.112,49678,179.121.244.222,445,tcp,0.313342,0,0,REJ,1,52,1,40
MALICIOUS,586.235594,CaMW3e21foTgUmXvCl,192.168.1.112,49680,60.137.46.203,445,tcp,0.285709,0,0,REJ,1,52,1,40
MALICIOUS,588.638964,COQpLPpTM0AyZ4Iuc,192.168.1.112,49716,67.231.151.4,445,tcp,0.119805,0,0,REJ,1,52,1,40
MALICIOUS,585.103908,CVz0Dk431zyS2dARbl,192.168.1.112,49654,161.13.183.182,445,tcp,0.1672,0,0,REJ,1,52,1,40
MALICIOUS,589.941195,CuCO504rG1TQpm8FR3,192.168.1.112,49738,179.25.14.216,445,tcp,0.285601,0,0,REJ,1,52,1,40
MALICIOUS,590.642634,Ct8N8ms2RuEURkkB8,192.168.1.112,49749,210.253.70.19,445,tcp,0.299227,0,0,REJ,1,52,1,40
MALICIOUS,587.026525,CESVQc20a8TyLYXys7,192.168.1.112,49680,60.137.46.203,445,tcp,0.286246,0,0,REJ,1,52,1,40
MALICIOUS,586.956702,CtZbOM35kl3bKn0Zq2,192.168.1.112,49678,179.121.244.222,445,tcp,0.751826,0,0,REJ,1,52,1,40
MALICIOUS,592.545402,CAHHFk3lSgST2xuY28,192.168.1.112,49782,62.195.205.1,445,tcp,0.026743,0,0,REJ,1,52,1,40
MALICIOUS,593.246146,CqNeti3l3XGp2oTNoe,192.168.1.112,49794,195.239.8.77,445,tcp,0.054522,0,0,REJ,1,52,1,40
MALICIOUS,577.757464,CZY9jz1OM1CZr29kM,192.168.1.112,49532,192.168.1.135,445,tcp,11.383432,4204,0,RSTR,7,4496,6,252
MALICIOUS,577.769728,CMlqey2sjBx9Ow8zih,192.168.1.112,49533,192.168.1.135,445,tcp,11.371335,4204,0,RSTR,7,4496,6,252
MALICIOUS,577.797101,C6g4g74TfvYqxEpZy2,192.168.1.112,49536,192.168.1.135,445,tcp,11.345508,4204,0,RSTR,8,4536,7,292
MALICIOUS,577.818844,Cbd2Ee2GGJ2GfREHV6,192.168.1.112,49537,192.168.1.135,445,tcp,11.324,4204,0,RSTR,7,4496,6,252
MALICIOUS,577.779975,CCeIaJCJpkVMM6vNl,192.168.1.112,49535,192.168.1.135,445,tcp,11.363005,4204,0,RSTR,8,4536,7,292
MALICIOUS,577.848959,CkK9Zd4kCjY3f05V0b,192.168.1.112,49540,192.168.1.135,445,tcp,11.299048,4204,0,RSTR,7,4496,6,252
MALICIOUS,577.860386,CToJGA1HIaMO9KEXh7,192.168.1.112,49541,192.168.1.135,445,tcp,11.288091,4204,0,RSTR,7,4496,6,252
MALICIOUS,577.878213,C2VTH42xADirqcAfX8,192.168.1.112,49542,192.168.1.135,445,tcp,11.270643,4204,0,RSTR,8,4536,7,292
MALICIOUS,577.896428,CBPkWP2AZHfCCr9gVj,192.168.1.112,49543,192.168.1.135,445,tcp,11.252783,4204,0,RSTR,7,4496,6,252
MALICIOUS,577.909722,CIUc561jgu5UX45o8d,192.168.1.112,49544,192.168.1.135,445,tcp,11.239731,4204,0,RSTR,7,4496,6,252
MALICIOUS,577.926349,CKpbB54B3m9wjqtqr7,192.168.1.112,49546,192.168.1.135,445,tcp,11.223241,4204,0,RSTR,7,4496,6,252
MALICIOUS,577.93736,C4CdlP1WTOAJ4rlYp4,192.168.1.112,49547,192.168.1.135,445,tcp,11.212408,4204,0,RSTR,7,4496,6,252
MALICIOUS,577.831138,CLegaz3kPdunaItYA6,192.168.1.112,49539,192.168.1.135,445,tcp,11.318859,4204,0,RSTR,8,4536,7,292
MALICIOUS,578.027081,COOVQoQx5BJ1YyMtd,192.168.1.112,49550,192.168.1.135,445,tcp,11.127791,4204,0,RSTR,8,4536,7,292
MALICIOUS,578.059441,CM2lVT3Zq4cvfALlLa,192.168.1.112,49552,192.168.1.135,445,tcp,11.230518,4204,0,RSTR,8,4536,7,292
MALICIOUS,578.075787,CIDNlc1p8kLODpCcu2,192.168.1.112,49553,192.168.1.135,445,tcp,11.214294,4204,0,RSTR,7,4496,6,252
MALICIOUS,578.08861,C4oAXT2IbZ8Kt8Z6Rb,192.168.1.112,49554,192.168.1.135,445,tcp,11.201584,4204,0,RSTR,7,4496,6,252
MALICIOUS,578.047255,CQnOLP2RPEnhc60qMh,192.168.1.112,49551,192.168.1.135,445,tcp,11.243044,4204,0,RSTR,8,4536,7,292
MALICIOUS,575.509563,CHSVmb3RmaQC9QjAf4,192.168.1.112,49484,192.168.1.135,445,tcp,13.822317,68171,728,RSTR,62,70663,32,2020
MALICIOUS,589.259787,Cm6pHY31Xi77S474w7,192.168.1.112,49716,67.231.151.4,445,tcp,0.119665,0,0,REJ,1,52,1,40
MALICIOUS,590.721713,C3WT4qzneRk1Vjcmk,192.168.1.112,49738,179.25.14.216,445,tcp,0.285076,0,0,REJ,1,52,1,40
MALICIOUS,591.44268,CRt5wy1Jy8nyJiOxak,192.168.1.112,49749,210.253.70.19,445,tcp,0.296846,0,0,REJ,1,52,1,40
MALICIOUS,592.334081,C8mcgQ3SqdqR6U5Wed,192.168.1.112,49777,192.168.1.135,445,tcp,0.004231,455,409,RSTR,7,747,7,701
MALICIOUS,593.075176,CW6W7p3LlmPzfI2gTc,192.168.1.112,49782,62.195.205.1,445,tcp,0.024602,0,0,REJ,1,52,1,40
MALICIOUS,593.806309,CGz0JQ9PFiUalLI18,192.168.1.112,49794,195.239.8.77,445,tcp,0.054384,0,0,REJ,1,52,1,40
MALICIOUS,595.338755,CJa5oh42t8YkQjjyq,192.168.1.112,49835,192.168.1.135,445,tcp,0.003869,455,409,RSTR,7,747,7,701
MALICIOUS,595.223259,C61LEzDgsSRCu85F1,192.168.1.112,49832,82.195.75.101,443,tcp,0.252955,618,3060,RSTO,8,950,8,3392
MALICIOUS,600.155877,C2dKpSFB38nJxJ2bf,192.168.1.112,49935,197.200.176.121,445,tcp,0.074641,0,0,REJ,1,52,1,40
MALICIOUS,595.342305,Co6o2o2M5YXv9hFsZg,192.168.1.112,49836,192.168.1.135,445,tcp,0.905126,5378399,50641,RSTR,3869,5533171,2582,153933
MALICIOUS,596.47198,CK8JJ71tdummFfOP4a,192.168.1.112,49860,82.195.75.101,443,tcp,0.318191,650,2682,RSTO,7,942,7,2974
MALICIOUS,594.76537,C5pF5u24JvDbHisQh2,fd2d:ab8c:225:0:79ec:26b9:bb98:fae8,49432,fd2d:ab8c:225::1,53,udp,0.423639,37,443,SF,1,85,1,491
MALICIOUS,604.261828,C3Lzc5zV0cCVRmIP2,192.168.1.112,50024,91.152.244.238,445,tcp,0.037501,0,0,REJ,1,52,1,40
MALICIOUS,604.161349,C8f6tR3mb9vDX624Qg,192.168.1.112,50022,96.37.162.223,445,tcp,0.148762,0,0,REJ,1,52,1,40
MALICIOUS,595.189623,CX87751J2JowUFzV72,fd2d:ab8c:225:0:79ec:26b9:bb98:fae8,64443,fd2d:ab8c:225::1,53,udp,0.032935,37,487,SF,1,85,1,535
MALICIOUS,600.736389,CnUCKr9SUOLqZz0O4,192.168.1.112,49935,197.200.176.121,445,tcp,0.075394,0,0,REJ,1,52,1,40
MALICIOUS,609.081989,CXrziE1yYXeS3XtlC4,192.168.1.135,49329,192.168.1.112,445,tcp,0.000237,0,0,REJ,1,52,1,40
MALICIOUS,604.802182,C1P6jI3LPIq69L4AVi,192.168.1.112,50024,91.152.244.238,445,tcp,0.037732,0,0,REJ,1,52,1,40
MALICIOUS,604.812252,CkUbxw4lTVRfscCspd,192.168.1.112,50022,96.37.162.223,445,tcp,0.148675,0,0,REJ,1,52,1,40
MALICIOUS,609.586111,CH9al33jnc88g0TmB,192.168.1.135,49329,192.168.1.112,445,tcp,0.000214,0,0,REJ,1,52,1,40
MALICIOUS,609.519733,CY9yj42W0fB3Vxr9Dk,192.168.1.112,50149,103.11.213.30,445,tcp,0.263781,0,0,REJ,1,52,1,40
MALICIOUS,610.083379,CFpxCj4amtgH47FhSi,192.168.1.135,49329,192.168.1.112,445,tcp,0.000219,0,0,REJ,1,48,1,40
MALICIOUS,609.278661,CSaDiP3rtr6wcWPW99,192.168.1.112,50142,176.81.194.210,445,tcp,0.995868,0,0,REJ,1,52,1,40
MALICIOUS,610.280322,CfZXZX1UUpfsD5HUVj,192.168.1.112,50149,103.11.213.30,445,tcp,0.263736,0,0,REJ,1,52,1,40
MALICIOUS,608.217294,CBy5q42eK5bJY1If5k,192.168.1.112,50116,191.197.241.195,445,tcp,2.880079,0,0,REJ,1,52,1,40
MALICIOUS,617.842259,CjAVzy3SSY5UQheew6,192.168.1.112,50358,41.139.248.94,445,tcp,0.235526,0,0,REJ,1,52,1,40
MALICIOUS,618.843324,CPfPK72Sm5YCjWZuX3,192.168.1.112,50384,118.3.189.168,445,tcp,0.27102,0,0,REJ,1,52,1,40
MALICIOUS,619.093176,C2Svpg1SqM7EYSadt5,192.168.1.112,50400,66.185.111.190,445,tcp,0.165862,0,0,REJ,1,52,1,40
MALICIOUS,620.045152,CEaSMMf6lOv3gblYi,192.168.1.112,50422,46.3.149.166,445,tcp,0.055772,0,0,REJ,1,52,1,40
MALICIOUS,618.582242,CwjB4r4gCoiN11Dm3,192.168.1.112,50358,41.139.248.94,445,tcp,0.195406,0,0,REJ,1,52,1,40
MALICIOUS,623.799573,C33ktqp5O2Ivxe1Of,192.168.1.112,50542,216.86.50.121,445,tcp,0.183025,0,0,REJ,1,52,1,40
MALICIOUS,619.61359,CvEuAGkbiRghjnCVb,192.168.1.112,50384,118.3.189.168,445,tcp,0.2709,0,0,REJ,1,52,1,40
MALICIOUS,619.764122,CONPRG3RZaxBc9gj3g,192.168.1.112,50400,66.185.111.190,445,tcp,0.186925,0,0,REJ,1,52,1,40
MALICIOUS,620.605157,CxoLMCvAWrnEqqla4,192.168.1.112,50422,46.3.149.166,445,tcp,0.055411,0,0,REJ,1,52,1,40
MALICIOUS,624.901573,CIljVx1FFqDG3CKjf7,192.168.1.112,50578,116.212.68.98,445,tcp,0.308254,0,0,REJ,1,52,1,40
MALICIOUS,626.003515,Ctj0ysBQQ8IILyyIl,192.168.1.112,50614,126.235.239.162,445,tcp,0.273901,0,0,REJ,1,52,1,40
MALICIOUS,626.655623,CJF79W1magp6d0U6V6,192.168.1.112,50630,45.205.254.11,445,tcp,0.169179,0,0,REJ,1,52,1,40
MALICIOUS,624.480365,COlwl02BcpCjUVq8e1,192.168.1.112,50542,216.86.50.121,445,tcp,0.183012,0,0,REJ,1,52,1,40
MALICIOUS,629.30799,COejqymfmwteOaZPk,192.168.1.112,50724,209.222.107.13,445,tcp,0.102817,0,0,REJ,1,52,1,40
MALICIOUS,625.712184,CKRujkMmwo61IIsBa,192.168.1.112,50578,116.212.68.98,445,tcp,0.308223,0,0,REJ,1,52,1,40
MALICIOUS,626.773515,CtaTtpYaj0l1CzuKa,192.168.1.112,50614,126.235.239.162,445,tcp,0.27372,0,0,REJ,1,52,1,40
MALICIOUS,631.31354,CNY4ti4vRXF5RJdF37,192.168.1.112,50791,14.192.195.33,445,tcp,0.295331,0,0,REJ,1,52,1,40
MALICIOUS,627.324843,CrC01j4YwtGJzFRVX3,192.168.1.112,50630,45.205.254.11,445,tcp,0.169279,0,0,REJ,1,52,1,40
MALICIOUS,629.90836,CrpMe74lMa62wKR6c4,192.168.1.112,50724,209.222.107.13,445,tcp,0.102771,0,0,REJ,1,52,1,40
MALICIOUS,628.858701,CDSL6x2KCY6tHUjU5g,192.168.1.112,50706,177.108.176.11,445,tcp,1.241439,0,0,REJ,1,52,1,40
MALICIOUS,634.367469,C7fU0o2h9T0NuGFByg,192.168.1.112,50899,1.245.3.243,445,tcp,0.303092,0,0,REJ,1,52,1,40
MALICIOUS,636.468625,CjIRLe14aZDdv7fcFd,192.168.1.112,50969,186.61.8.144,445,tcp,0.302696,0,0,REJ,1,52,1,40
MALICIOUS,632.111249,CuMYjj2oxX7aMAb9q1,192.168.1.112,50791,14.192.195.33,445,tcp,0.365285,0,0,REJ,1,52,1,40
MALICIOUS,636.820333,CjWMQfIoIMYHpcSS1,192.168.1.112,50990,120.27.233.81,445,tcp,0.328141,0,0,REJ,1,52,1,40
MALICIOUS,635.176116,CfnMibT6DvqUbhaT3,192.168.1.112,50899,1.245.3.243,445,tcp,0.303106,0,0,REJ,1,52,1,40
MALICIOUS,640.976108,CErOfL2L2J1feXVhTl,192.168.1.112,51143,107.150.220.94,445,tcp,0.014537,0,0,REJ,1,52,1,40
MALICIOUS,641.325619,CW8Mc646b82csA6qA4,192.168.1.112,51164,193.138.80.19,445,tcp,0.026005,0,0,REJ,1,52,1,40
MALICIOUS,637.269079,CowzBJ12GjU5eR2iy2,192.168.1.112,50969,186.61.8.144,445,tcp,0.302503,0,0,REJ,1,52,1,40
MALICIOUS,637.649308,CYvXwcR8ZFDLgHwwj,192.168.1.112,50990,120.27.233.81,445,tcp,0.33011,0,0,REJ,1,52,1,40
MALICIOUS,637.719485,CGUHX544imZBqhKVR5,192.168.1.112,51024,123.195.53.187,445,tcp,0.547045,0,0,REJ,1,52,1,40
MALICIOUS,645.28162,CKM4OT6sGGIRwNdQ2,192.168.1.112,51315,200.236.222.153,445,tcp,0.247563,0,0,REJ,1,52,1,40
MALICIOUS,641.494633,CYB95A1gbkVgZxdHPg,192.168.1.112,51143,107.150.220.94,445,tcp,0.014564,0,0,REJ,1,52,1,40
MALICIOUS,641.855627,Cox6HL1INPo4A0Dymd,192.168.1.112,51164,193.138.80.19,445,tcp,0.026046,0,0,REJ,1,52,1,40
MALICIOUS,646.483924,CMzyIU1RmQtBXMRLsd,192.168.1.112,51370,181.15.162.239,445,tcp,0.312726,0,0,REJ,1,52,1,40
MALICIOUS,647.529887,CgS5dZItR65GrWaq5,192.168.1.112,51408,212.247.196.1,445,tcp,0.042134,0,0,REJ,1,52,1,40
MALICIOUS,649.837553,C1WgmF29pRWnHNW5r6,192.168.1.112,51518,116.98.147.6,445,tcp,0.336178,0,0,REJ,1,52,1,40
MALICIOUS,646.031586,CanESB3pQj8o0zYI0c,192.168.1.112,51315,200.236.222.153,445,tcp,0.247678,0,0,REJ,1,52,1,40
MALICIOUS,650.938824,COwO9v3Ti8k1fOOaTi,192.168.1.112,51564,87.16.238.126,445,tcp,0.053363,0,0,REJ,1,52,1,40
MALICIOUS,643.42832,C3DBPg3IPK82hDmYAd,192.168.1.112,51248,191.171.110.61,445,tcp,3.423214,0,0,REJ,1,52,1,40
MALICIOUS,651.779983,CPqI7h1cR9RFm8N46k,192.168.1.112,51592,212.247.196.5,445,tcp,0.042928,0,0,REJ,1,52,1,40
MALICIOUS,647.485524,C9fthochkOLUQ3Kb,192.168.1.112,51407,212.247.196.154,445,tcp,0.087131,0,0,SF,8,332,2,88
MALICIOUS,648.074281,CVQl1I2VCzvtRdkq91,192.168.1.112,51408,212.247.196.1,445,tcp,0.042289,0,0,REJ,1,52,1,40
MALICIOUS,645.531479,CEebH04ubyxdXqrIpa,192.168.1.112,51335,101.213.8.241,445,tcp,3.058098,0,0,REJ,1,52,1,40
MALICIOUS,654.143666,CbOdg236ebsMY0b0I3,192.168.1.112,51696,187.16.76.217,445,tcp,0.24643,0,0,REJ,1,52,1,52
MALICIOUS,654.246661,CgZk5C19C76j3z180l,192.168.1.112,51709,61.101.156.99,445,tcp,0.29166,0,0,REJ,1,52,1,40
MALICIOUS,654.293583,C1KBLQKzg5ImDhV7,192.168.1.112,51712,167.60.241.222,445,tcp,0.271362,0,0,REJ,1,52,1,40
MALICIOUS,648.586392,CdwfbR3BcLj60VveWe,192.168.1.112,51453,181.34.61.99,445,tcp,1.590074,0,0,REJ,1,52,1,40
MALICIOUS,654.935504,C4PSaAcIeRZQ3zKT8,192.168.1.112,51739,212.247.196.8,445,tcp,0.036751,0,0,REJ,1,52,1,40
MALICIOUS,650.668138,C1RnmB4Ul6E9ntkILc,192.168.1.112,51518,116.98.147.6,445,tcp,0.336105,0,0,REJ,1,52,1,40
MALICIOUS,655.986439,CHekpt16oCZ1cTEfAb,192.168.1.112,51787,212.247.196.9,445,tcp,0.036547,0,0,REJ,1,52,1,40
MALICIOUS,651.489471,CnklA319NscOFdXko2,192.168.1.112,51564,87.16.238.126,445,tcp,0.08566,0,0,REJ,1,52,1,40
MALICIOUS,652.32022,C5Woge4EhGmHGOBy7h,192.168.1.112,51592,212.247.196.5,445,tcp,0.042841,0,0,REJ,1,52,1,40
MALICIOUS,657.54944,CJP2Ly3YtSbsne8vd,192.168.1.112,51854,23.88.9.167,445,tcp,0.158662,0,0,REJ,1,52,1,40
MALICIOUS,651.289881,Cf9Jly1snUiAoqOKbd,192.168.1.112,51579,191.132.30.96,445,tcp,2.074301,0,0,REJ,1,52,1,40
MALICIOUS,658.099902,CsZEOu3WTsm44D7h5l,192.168.1.112,51886,212.247.196.11,445,tcp,0.036856,0,0,REJ,1,52,1,40
MALICIOUS,659.151158,CYT7XJ23LHroFjkin7,192.168.1.112,51938,212.247.196.12,445,tcp,0.042058,0,0,REJ,1,52,1,40
MALICIOUS,551.144619,C2NSsW3A0TQ8st3y61,fd2d:ab8c:225::1,136,fd2d:ab8c:225:0:79ec:26b9:bb98:fae8,135,icmp,48.590254,40,24,OTH,2,136,1,72
MALICIOUS,654.894042,CGQAI13ehOYo7Wldi,192.168.1.112,51696,187.16.76.217,445,tcp,0.24647,0,0,REJ,1,52,1,52
MALICIOUS,655.044248,Cpx68t242AEm9ha8rl,192.168.1.112,51709,61.101.156.99,445,tcp,0.291831,0,0,REJ,1,52,1,40
MALICIOUS,655.065977,CupaDo3s9dMV3Bnjq,192.168.1.112,51712,167.60.241.222,445,tcp,0.271179,0,0,REJ,1,52,1,40
MALICIOUS,655.474852,CiTBqE4kLq9KNFpo4g,192.168.1.112,51739,212.247.196.8,445,tcp,0.036626,0,0,REJ,1,52,1,40
MALICIOUS,660.202611,CpkkQV1oA14I6tRaze,192.168.1.112,51986,212.247.196.13,445,tcp,0.04147,0,0,REJ,1,52,1,40
MALICIOUS,656.526969,CqgsDP1TTPg3msVWCh,192.168.1.112,51787,212.247.196.9,445,tcp,0.03647,0,0,REJ,1,52,1,40
MALICIOUS,662.004799,CScNbj2oncq9hp6HG6,192.168.1.112,52073,95.131.80.15,445,tcp,0.02104,0,0,REJ,1,52,1,40
MALICIOUS,662.305188,Cma0VF3aMICcGgEwB4,192.168.1.112,52088,212.247.196.15,445,tcp,0.042284,0,0,REJ,1,52,1,40
MALICIOUS,662.186429,CJYx6x3yxKP94fFkL4,192.168.1.112,52082,186.224.150.34,445,tcp,0.257507,0,0,REJ,1,52,1,40
MALICIOUS,662.43619,CUoqGS3Enotn1OVYl1,192.168.1.112,52097,50.205.128.219,445,tcp,0.129533,0,0,REJ,1,52,1,40
MALICIOUS,658.209116,CaZIAgcREZOd9JE34,192.168.1.112,51854,23.88.9.167,445,tcp,0.15868,0,0,REJ,1,52,1,40
MALICIOUS,658.629482,C4KY7A2mjDY106x7Nb,192.168.1.112,51886,212.247.196.11,445,tcp,0.036778,0,0,REJ,1,52,1,40
MALICIOUS,663.357125,CIrq1F2MAztX4bvP28,192.168.1.112,52140,212.247.196.16,445,tcp,0.037543,0,0,REJ,1,52,1,40
MALICIOUS,659.691112,C6PkoY1qBtvXATNcSe,192.168.1.112,51938,212.247.196.12,445,tcp,0.04227,0,0,REJ,1,52,1,40
MALICIOUS,556.157797,C2IcB4HW5sw35QQP7,fe80::da58:d7ff:fe00:f72,135,fd2d:ab8c:225:0:79ec:26b9:bb98:fae8,136,icmp,48.592058,48,48,OTH,2,144,2,144
MALICIOUS,664.408242,CBn1T52yiLGdqOTTw2,192.168.1.112,52192,212.247.196.17,445,tcp,0.038199,0,0,REJ,1,52,1,40
MALICIOUS,658.651004,CcFN5Q1JShxKzj2Ivj,192.168.1.112,51905,27.60.90.228,445,tcp,1.418702,0,0,REJ,1,52,1,40
MALICIOUS,660.742596,CqzuQVVDtb9Y6gWRh,192.168.1.112,51986,212.247.196.13,445,tcp,0.041591,0,0,REJ,1,52,1,40
MALICIOUS,665.260844,CvHJjC4cnqeiKLK86b,192.168.1.112,52227,109.252.249.49,445,tcp,0.05942,0,0,REJ,1,52,1,40
MALICIOUS,666.511826,CGeAzG3XSE9TvALks1,192.168.1.112,52298,212.247.196.19,445,tcp,0.039322,0,0,REJ,1,52,1,40
MALICIOUS,666.612308,CuElli4lVaYDiZtB06,192.168.1.112,52305,71.208.169.232,445,tcp,0.148315,0,0,REJ,1,52,1,40
MALICIOUS,662.524812,CxU9dQJhshBjBLM5g,192.168.1.112,52073,95.131.80.15,445,tcp,0.029998,0,0,REJ,1,52,1,40
MALICIOUS,662.846003,CfUCOE3stPZoZuQShg,192.168.1.112,52088,212.247.196.15,445,tcp,0.042196,0,0,REJ,1,52,1,40
MALICIOUS,667.562935,ChPZy42LXFST7hZxmg,192.168.1.112,52354,212.247.196.20,445,tcp,0.042438,0,0,REJ,1,52,1,40
MALICIOUS,663.066237,CbnFms2B5kUOOJZZxf,192.168.1.112,52097,50.205.128.219,445,tcp,0.129378,0,0,REJ,1,52,1,40
MALICIOUS,662.945989,Ck2gep4jOZvZuOAVZ5,192.168.1.112,52082,186.224.150.34,445,tcp,0.257095,0,0,REJ,1,52,1,40
MALICIOUS,663.896936,CPXHx14ymeuqB7ESL1,192.168.1.112,52140,212.247.196.16,445,tcp,0.037462,0,0,REJ,1,52,1,40
MALICIOUS,668.614659,CjZPvf2oVQCVmATyU4,192.168.1.112,52406,212.247.196.21,445,tcp,0.041789,0,0,REJ,1,52,1,40
MALICIOUS,668.915427,CKbyiz1WZJoEOPp6pk,192.168.1.112,52423,66.45.247.193,445,tcp,0.102866,0,0,REJ,1,52,1,40
MALICIOUS,556.15832,Cpi91ZpdG5VxmV3K4,fe80::da58:d7ff:fe00:f72,136,fe80::5440:d617:fa87:1f07,135,icmp,53.630882,40,24,OTH,2,136,1,72
MALICIOUS,664.938811,Cpvt1i4c0YsapUC3V2,192.168.1.112,52192,212.247.196.17,445,tcp,0.03738,0,0,REJ,1,52,1,40
